Номер заказа;Номер отправления;Принят в обработку;Дата отгрузки;Статус;Дата доставки;Фактическая дата передачи в доставку;Сумма отправления;Наименование товара;OZON id;Количество
0177074346-0035;0177074346-0035-1;24.07.2025 18:00;25.07.2025 10:30;Доставлен;27.07.2025 16:48;25.07.2025 05:51;2394;Футболка VK НАТАЛЬНАЯ КАРТА Шар белая (ST-VKNCB-004-100), S;1840830694;1
60602303-0036;60602303-0036-3;24.07.2025 16:42;25.07.2025 10:00;Доставлен;26.07.2025 15:15;25.07.2025 08:56;718;Обложка на паспорт VK Персик (Крик);1768141595;1
60602303-0036;60602303-0036-1;24.07.2025 16:42;25.07.2025 10:00;Отменён;;25.07.2025 08:56;2290;Мягкая игрушка VK Лис;1768224487;1
0171059933-0179;0171059933-0179-1;24.07.2025 13:54;26.07.2025 00:30;Отменён;;;1245;Футболка Дигги 3D, Голубой (V3D-TS-001-200), XXS;1768353183;1
78632250-0001;78632250-0001-1;24.07.2025 13:47;25.07.2025 00:00;Доставлен;25.07.2025 14:56;25.07.2025 00:03;5694;Худи М НАТАЛЬНАЯ КАРТА VK STORE черное (VLM-NC-003-800), M;1840897182;1
46487802-0165;46487802-0165-1;24.07.2025 12:56;24.07.2025 20:00;Доставлен;29.07.2025 09:14;24.07.2025 19:03;345;Белые базовые носки VK (VBG-SC-001-100), 41-44;1774881967;1
16821808-0031;16821808-0031-1;24.07.2025 12:38;25.07.2025 00:00;Доставлен;25.07.2025 17:22;24.07.2025 19:58;1245;Футболка Дигги 3D, Голубой (V3D-TS-001-200), XXS;1768353183;1
0171059933-0178;0171059933-0178-1;24.07.2025 12:08;25.07.2025 06:00;Отменён;;25.07.2025 05:08;1245;Футболка Дигги 3D, Голубой (V3D-TS-001-200), XXS;1768353183;1
38410560-0188;38410560-0188-1;24.07.2025 11:27;25.07.2025 04:00;Доставлен;26.07.2025 15:07;24.07.2025 17:30;3375;Мягкая игрушка VK Дигги;1768224507;1
90946043-0255;90946043-0255-1;24.07.2025 10:49;25.07.2025 08:00;Доставлен;27.07.2025 11:23;25.07.2025 08:57;284;Белые базовые носки VK (VBG-SC-001-100), 36-40;1774882676;1
0171059933-0177;0171059933-0177-1;24.07.2025 10:13;25.07.2025 00:00;Отменён;;25.07.2025 01:39;395;Носки с МиуМяу, белые (VMS-SC-016-100), 36-40;1774695664;1
08064722-0262;08064722-0262-1;24.07.2025 09:02;25.07.2025 10:30;Доставлен;30.07.2025 11:47;25.07.2025 06:07;2394;Футболка VK НАТАЛЬНАЯ КАРТА Шар белая (ST-VKNCB-004-100), S;1840830694;1
31815694-0072;31815694-0072-4;24.07.2025 09:02;26.07.2025 04:00;Доставлен;28.07.2025 15:19;25.07.2025 17:38;414;Значок VK Спаркс;1769215747;1
31815694-0072;31815694-0072-2;24.07.2025 09:02;25.07.2025 00:00;Доставлен;28.07.2025 15:19;24.07.2025 21:19;416;"Значок VK ""Хоппер""";1774265955;1
30720322-0191;30720322-0191-1;24.07.2025 08:52;25.07.2025 02:00;Доставлен;26.07.2025 07:07;24.07.2025 23:07;1631;Худи VK Персик комикс, черное (VMS-SW-006-800), XL;1778100223;1
0156460239-0142;0156460239-0142-39;24.07.2025 08:16;28.07.2025 00:00;Доставлен;28.07.2025 11:52;27.07.2025 16:04;1494;Футболка Дигги 3D, Голубой (V3D-TS-001-200), L;1768353247;1
0156460239-0142;0156460239-0142-37;24.07.2025 08:16;28.07.2025 00:00;Доставлен;28.07.2025 11:52;27.07.2025 16:04;1494;Футболка Дигги 3D, Голубой (V3D-TS-001-200), L;1768353247;1
0156460239-0142;0156460239-0142-35;24.07.2025 08:16;28.07.2025 00:00;Доставлен;28.07.2025 11:52;27.07.2025 20:36;1115;Брелок-маскот VK Спотти, Синий;1768308096;1
0156460239-0142;0156460239-0142-33;24.07.2025 08:16;28.07.2025 00:00;Доставлен;28.07.2025 11:52;27.07.2025 20:36;1115;Брелок-маскот VK Спотти, Синий;1768308096;1
0156460239-0142;0156460239-0142-31;24.07.2025 08:16;28.07.2025 00:00;Доставлен;28.07.2025 11:52;28.07.2025 00:58;1494;Футболка Спаркс 3D, цвет экрю (V3D-TS-001-100), S;1768353245;1
0156460239-0142;0156460239-0142-29;24.07.2025 08:16;28.07.2025 00:00;Доставлен;28.07.2025 11:52;27.07.2025 16:04;738;Обложка на паспорт VK Дигги (Монализа);1768141625;1
0156460239-0142;0156460239-0142-27;24.07.2025 08:16;28.07.2025 00:00;Доставлен;28.07.2025 11:52;28.07.2025 00:58;474;Носки с Бака Акио, белые (VMS-SC-015-100), 36-40;1769119475;1
0156460239-0142;0156460239-0142-25;24.07.2025 08:16;28.07.2025 00:00;Доставлен;28.07.2025 11:52;27.07.2025 16:04;474;Носки с МиуМяу, белые (VMS-SC-016-100), 36-40;1774695664;1
0156460239-0142;0156460239-0142-23;24.07.2025 08:16;28.07.2025 00:00;Доставлен;28.07.2025 11:52;27.07.2025 20:36;2661;Подушка для шеи VK с Персиком;1776936001;1
0156460239-0142;0156460239-0142-21;24.07.2025 08:16;28.07.2025 00:00;Доставлен;28.07.2025 11:52;27.07.2025 16:04;2394;Картхолдер VK x FBL, черный;1787774827;1
0156460239-0142;0156460239-0142-19;24.07.2025 08:16;28.07.2025 00:00;Доставлен;28.07.2025 11:52;27.07.2025 16:04;1494;Футболка Персик 3D, Лаванда (V3D-TS-001-400), S;1768353201;1
0156460239-0142;0156460239-0142-17;24.07.2025 08:16;28.07.2025 00:00;Доставлен;28.07.2025 11:52;27.07.2025 13:55;738;Картхолдер VK Дигги (Фуксия);1768141524;1
0156460239-0142;0156460239-0142-15;24.07.2025 08:16;28.07.2025 00:00;Доставлен;28.07.2025 11:52;27.07.2025 13:55;738;Картхолдер VK Дигги (Фуксия);1768141524;1
0156460239-0142;0156460239-0142-13;24.07.2025 08:16;28.07.2025 00:00;Доставлен;28.07.2025 11:52;27.07.2025 13:55;4025;Чехол для ноутбука VK, синий;1769314652;1
0156460239-0142;0156460239-0142-11;24.07.2025 08:16;28.07.2025 00:00;Доставлен;28.07.2025 11:52;27.07.2025 13:55;4025;Чехол для ноутбука VK, синий;1769314652;1
0156460239-0142;0156460239-0142-9;24.07.2025 08:16;28.07.2025 00:00;Доставлен;28.07.2025 11:52;27.07.2025 13:55;5072;Кепка VK x FBL, темно-синяя;1787702669;1
0156460239-0142;0156460239-0142-7;24.07.2025 08:16;28.07.2025 00:00;Доставлен;28.07.2025 11:52;27.07.2025 13:55;5072;Кепка VK x FBL, темно-синяя;1787702669;1
0156460239-0142;0156460239-0142-5;24.07.2025 08:16;28.07.2025 00:00;Доставлен;28.07.2025 11:52;27.07.2025 13:55;5072;Кепка VK x FBL, темно-синяя;1787702669;1
0156460239-0142;0156460239-0142-4;24.07.2025 08:16;29.07.2025 00:00;Доставлен;29.07.2025 13:13;29.07.2025 01:18;1494;Футболка Дигги 3D, Голубой (V3D-TS-001-200), L;1768353247;1
0156460239-0142;0156460239-0142-4;24.07.2025 08:16;29.07.2025 00:00;Доставлен;29.07.2025 13:13;29.07.2025 01:18;1494;Футболка Спаркс 3D, цвет экрю (V3D-TS-001-100), M;1768353196;1
0156460239-0142;0156460239-0142-3;24.07.2025 08:16;28.07.2025 00:00;Доставлен;28.07.2025 11:52;27.07.2025 16:04;1974;Худи VK Персик комикс, черное (VMS-SW-006-800), XL;1778100223;1
0156460239-0142;0156460239-0142-2;24.07.2025 08:16;26.07.2025 11:00;Доставлен;28.07.2025 11:52;26.07.2025 09:58;1494;Футболка Персик 3D, Лаванда (V3D-TS-001-400), M;1768353193;1
0156460239-0142;0156460239-0142-1;24.07.2025 08:16;26.07.2025 02:30;Доставлен;31.07.2025 13:42;26.07.2025 03:56;2230;Брелок-маскот VK Спотти, Cеребро;1768307880;2
0156460239-0142;0156460239-0142-1;24.07.2025 08:16;26.07.2025 02:30;Доставлен;31.07.2025 13:42;26.07.2025 03:56;414;Белые базовые носки VK (VBG-SC-001-100), 41-44;1774881967;1
0156460239-0142;0156460239-0142-1;24.07.2025 08:16;26.07.2025 02:30;Доставлен;31.07.2025 13:42;26.07.2025 03:56;1494;Футболка Персик 3D, Лаванда (V3D-TS-001-400), M;1768353193;1
11670340-0529;11670340-0529-1;24.07.2025 07:34;25.07.2025 00:00;Доставлен;02.08.2025 12:17;24.07.2025 13:59;13321;Пуховик VK x FBL, цвет темно-серый (PFFR-FBLxVK-GRPHT), S;1787667250;1
11436303-0258;11436303-0258-1;24.07.2025 07:18;26.07.2025 08:00;Отменён;;;395;Носки с Персиком, белые (VMS-SC-018-100), 41-44;1769119467;1
33391254-0229;33391254-0229-3;24.07.2025 07:18;25.07.2025 00:00;Доставлен;25.07.2025 15:10;24.07.2025 15:06;1245;Футболка Дигги 3D, Голубой (V3D-TS-001-200), XXS;1768353183;1
33391254-0229;33391254-0229-1;24.07.2025 07:18;25.07.2025 00:00;Доставлен;25.07.2025 15:10;24.07.2025 15:06;1245;Футболка Спотти 3D, Графит (V3D-TS-001-700), XXS;1768353214;1
11436303-0257;11436303-0257-1;24.07.2025 07:17;25.07.2025 00:00;Доставлен;25.07.2025 11:31;24.07.2025 13:30;395;Носки с МиуМяу, белые (VMS-SC-016-100), 41-44;1769119427;1
39330575-0100;39330575-0100-1;24.07.2025 07:12;27.07.2025 00:00;Доставлен;27.07.2025 14:16;26.07.2025 22:08;1245;Футболка Персик 3D, Лаванда (V3D-TS-001-400), L;1768353206;1
05832999-0045;05832999-0045-1;24.07.2025 06:35;25.07.2025 00:00;Доставляется;;24.07.2025 15:01;1069;Футболка Персик 3D, Лаванда (V3D-TS-001-400), L;1768353206;1
11436303-0254;11436303-0254-1;24.07.2025 05:03;24.07.2025 08:30;Доставлен;03.08.2025 13:43;24.07.2025 08:50;1145;Футболка, цвет экрю, Персик комикс (VMS-TS-014-100), L;1768353229;1
11436303-0253;11436303-0253-1;24.07.2025 05:02;25.07.2025 00:00;Доставлен;30.07.2025 10:02;24.07.2025 13:02;1932;Худи VK Персик комикс, черное (VMS-SW-006-800), XL;1778100223;1
47348370-0508;47348370-0508-5;24.07.2025 04:34;25.07.2025 00:00;Доставлен;28.07.2025 17:42;24.07.2025 21:16;375;Носки с МиуМяу, белые (VMS-SC-016-100), 36-40;1774695664;1
47348370-0508;47348370-0508-3;24.07.2025 04:34;25.07.2025 00:00;Доставлен;28.07.2025 17:42;24.07.2025 14:00;375;Носки с Персиком, белые (VMS-SC-018-100), 41-44;1769119467;1
47348370-0508;47348370-0508-2;24.07.2025 04:34;25.07.2025 00:00;Доставлен;28.07.2025 17:42;24.07.2025 14:01;375;Носки с Бака Акио, белые (VMS-SC-015-100), 36-40;1769119475;1
47348370-0508;47348370-0508-1;24.07.2025 04:34;24.07.2025 20:00;Доставлен;28.07.2025 17:42;24.07.2025 18:41;375;Носки с Персиком, белые (VMS-SC-018-100), 41-44;1769119467;1
49731614-0157;49731614-0157-4;24.07.2025 04:33;24.07.2025 12:30;Доставлен;01.08.2025 03:36;24.07.2025 14:31;345;Белые базовые носки VK (VBG-SC-001-100), 36-40;1774882676;1
19694617-0212;19694617-0212-1;23.07.2025 22:39;24.07.2025 12:30;Доставлен;27.07.2025 10:28;24.07.2025 12:05;395;Носки с Персиком, белые (VMS-SC-018-100), 41-44;1769119467;1
0208887377-0002;0208887377-0002-1;23.07.2025 22:31;27.07.2025 04:00;Доставлен;04.08.2025 03:13;27.07.2025 03:23;8152;Фигурка VK x LOVV66 Block Boy;1898770700;1
36349647-0061;36349647-0061-4;23.07.2025 21:34;25.07.2025 01:30;Доставлен;28.07.2025 12:27;25.07.2025 01:08;718;Картхолдер VK Спотти (НЛО);1768141529;1
36349647-0061;36349647-0061-3;23.07.2025 21:34;24.07.2025 06:00;Доставлен;28.07.2025 12:27;24.07.2025 09:50;718;Обложка на паспорт VK Спотти (НЛО);1768141693;1
47001022-0074;47001022-0074-1;23.07.2025 21:18;25.07.2025 00:00;Доставлен;26.07.2025 14:15;24.07.2025 18:15;344;Значок VK Спотти, металлический;1769215949;1
39975731-0046;39975731-0046-1;23.07.2025 21:11;26.07.2025 10:00;Доставлен;01.08.2025 17:21;26.07.2025 09:57;1145;Футболка, цвет экрю, Персик комикс (VMS-TS-014-100), L;1768353229;1
24249911-0141;24249911-0141-2;23.07.2025 20:32;24.07.2025 08:00;Доставлен;31.07.2025 16:43;24.07.2025 08:17;1245;Футболка Спотти 3D, Графит (V3D-TS-001-700), XXS;1768353214;1
57792011-0015;57792011-0015-4;23.07.2025 20:24;25.07.2025 00:00;Доставлен;28.07.2025 18:12;24.07.2025 13:03;345;Белые базовые носки VK (VBG-SC-001-100), 36-40;1774882676;1
52009932-0038;52009932-0038-1;23.07.2025 19:51;24.07.2025 20:00;Доставлен;26.07.2025 08:53;24.07.2025 17:26;1974;Худи VK Дигги комикс, серое (VMS-SW-001-700), XS;1778100197;1
52009932-0037;52009932-0037-3;23.07.2025 19:45;26.07.2025 10:00;Доставлен;01.08.2025 13:12;26.07.2025 09:57;1145;Футболка, цвет экрю, Персик комикс (VMS-TS-014-100), L;1768353229;1
52009932-0037;52009932-0037-2;23.07.2025 19:45;26.07.2025 08:00;Доставлен;27.07.2025 10:02;24.07.2025 08:23;345;Белые базовые носки VK (VBG-SC-001-100), 41-44;1774881967;1
52009932-0037;52009932-0037-1;23.07.2025 19:45;26.07.2025 10:00;Доставлен;01.08.2025 13:12;26.07.2025 09:57;1245;Футболка Персик 3D, Лаванда (V3D-TS-001-400), M;1768353193;1
0171059933-0173;0171059933-0173-1;23.07.2025 19:29;24.07.2025 10:00;Доставлен;30.07.2025 15:27;24.07.2025 10:25;345;Носки с Дигги, голубые (VMS-SC-014-200), 41-44;1769119122;1
0171059933-0172;0171059933-0172-1;23.07.2025 19:29;24.07.2025 10:00;Отменён;;24.07.2025 10:25;345;Носки с Дигги, голубые (VMS-SC-014-200), 41-44;1769119122;1
0158404483-0052;0158404483-0052-1;23.07.2025 19:14;25.07.2025 02:30;Отменён;;24.07.2025 22:54;1145;Футболка, цвет экрю, Персик комикс (VMS-TS-014-100), L;1768353229;1
36836088-0683;36836088-0683-3;23.07.2025 18:40;24.07.2025 08:00;Доставлен;28.07.2025 06:20;24.07.2025 08:55;1145;Футболка, цвет экрю, Персик комикс (VMS-TS-014-100), L;1768353229;1
36836088-0683;36836088-0683-2;23.07.2025 18:40;24.07.2025 04:00;Доставлен;25.07.2025 15:12;24.07.2025 10:46;1974;Худи VK Персик комикс, черное (VMS-SW-006-800), XL;1778100223;1
84464211-0140;84464211-0140-2;23.07.2025 18:35;24.07.2025 00:00;Доставляется;;24.07.2025 02:03;1245;Футболка Дигги 3D, Голубой (V3D-TS-001-200), XL;1768353185;1
84464211-0140;84464211-0140-1;23.07.2025 18:35;24.07.2025 10:00;Доставляется;;24.07.2025 10:56;1245;Футболка Дигги 3D, Голубой (V3D-TS-001-200), L;1768353247;1
07343723-1212;07343723-1212-1;23.07.2025 18:34;24.07.2025 00:00;Отменён;;24.07.2025 02:03;1245;Футболка Спотти 3D, Графит (V3D-TS-001-700), M;1768353238;1
07343723-1211;07343723-1211-1;23.07.2025 18:34;24.07.2025 02:00;Отменён;;23.07.2025 19:57;2159;Футболка VK НАТАЛЬНАЯ КАРТА черная (ST-VKNC-001-800), M;1840822100;1
07343723-1210;07343723-1210-1;23.07.2025 18:32;24.07.2025 00:30;Отменён;;;2159;Футболка VK НАТАЛЬНАЯ КАРТА черная (ST-VKNC-001-800), M;1840822100;1
0135634877-0042;0135634877-0042-1;23.07.2025 18:23;24.07.2025 04:00;Доставлен;27.07.2025 15:40;24.07.2025 12:31;414;Значок VK Спаркс;1769215747;1
04022426-0145;04022426-0145-1;23.07.2025 18:16;24.07.2025 14:00;Доставлен;28.07.2025 13:13;24.07.2025 17:29;345;Белые базовые носки VK (VBG-SC-001-100), 36-40;1774882676;1
0150851641-0144;0150851641-0144-3;23.07.2025 18:07;24.07.2025 00:00;Доставлен;25.07.2025 17:50;23.07.2025 21:03;2394;Футболка VK КСТАТИ Студия белая (TS-VKVIDST-001-100), M;1840836590;1
0150851641-0144;0150851641-0144-1;23.07.2025 18:07;24.07.2025 00:00;Доставлен;25.07.2025 17:50;24.07.2025 00:22;2394;Футболка VK НАТАЛЬНАЯ КАРТА черная (ST-VKNC-001-800), M;1840822100;1
0148739562-0057;0148739562-0057-2;23.07.2025 17:46;24.07.2025 08:00;Доставлен;03.08.2025 14:59;24.07.2025 08:50;2274;Футболка RNDM CREW х VK Музыка, цвет серый с зеленым принтом (VLM-TS-002-700), M;1787540715;1
0148739562-0057;0148739562-0057-1;23.07.2025 17:46;24.07.2025 14:00;Отменён;;24.07.2025 17:45;5883;Футболка RNDM CREW х VK Музыка, цвет серый с зеленым принтом (VLM-TS-002-700), L;1787540743;1
38201044-0282;38201044-0282-1;23.07.2025 17:37;24.07.2025 21:00;Доставлен;25.07.2025 12:34;24.07.2025 19:20;1974;Худи VK Дигги комикс, серое (VMS-SW-001-700), XS;1778100197;1
0157366337-0041;0157366337-0041-1;23.07.2025 17:09;25.07.2025 00:00;Отменён;;24.07.2025 13:24;1245;Футболка Персик 3D, Лаванда (V3D-TS-001-400), XL;1768353161;1
0155149277-0008;0155149277-0008-1;23.07.2025 17:05;24.07.2025 12:30;Доставлен;27.07.2025 13:52;24.07.2025 14:01;2274;Футболка RNDM CREW х VK Музыка, цвет серый с зеленым принтом (VLM-TS-002-700), M;1787540715;1
45465915-0421;45465915-0421-1;23.07.2025 16:56;26.07.2025 10:00;Доставлен;03.08.2025 07:16;26.07.2025 09:53;345;Носки с Дигги, голубые (VMS-SC-014-200), 41-44;1769119122;1
35492388-0158;35492388-0158-1;23.07.2025 16:41;24.07.2025 05:00;Доставлен;28.07.2025 13:30;24.07.2025 06:15;380;Носки с Дигги, голубые (VMS-SC-014-200), 41-44;1769119122;1
38201044-0280;38201044-0280-1;23.07.2025 16:37;24.07.2025 00:00;Доставлен;24.07.2025 18:18;23.07.2025 19:55;2394;Футболка VK НАТАЛЬНАЯ КАРТА Шар белая (ST-VKNCB-004-100), XS;1840830655;1
74873541-0338;74873541-0338-1;23.07.2025 15:58;24.07.2025 02:30;Доставлен;28.07.2025 10:48;24.07.2025 01:36;414;Белые базовые носки VK (VBG-SC-001-100), 41-44;1774881967;1
13499215-0052;13499215-0052-1;23.07.2025 15:13;24.07.2025 14:00;Доставляется;;23.07.2025 22:21;1767;Мягкая игрушка VK Персик;1768224495;1
0125631626-0013;0125631626-0013-1;23.07.2025 14:57;24.07.2025 08:00;Доставлен;29.07.2025 08:08;24.07.2025 09:05;4863;Футболка VK Fest сфера, белая (VKF-TS-001-101), S;2241557470;1
23706094-0630;23706094-0630-1;23.07.2025 14:52;26.07.2025 00:00;Доставлен;26.07.2025 10:25;25.07.2025 20:40;1767;Мягкая игрушка VK Персик;1768224495;1
56243777-0278;56243777-0278-1;23.07.2025 14:12;24.07.2025 00:00;Доставлен;26.07.2025 10:24;23.07.2025 20:52;5226;Худи VK Спотти комикс, голубое (VMS-SW-001-200), L;1778100199;1
86497308-0019;86497308-0019-1;23.07.2025 13:14;24.07.2025 00:00;Доставлен;25.07.2025 10:33;23.07.2025 20:29;2661;Подушка для шеи VK с Персиком;1776936001;1
24912635-0309;24912635-0309-1;23.07.2025 13:02;24.07.2025 00:00;Доставлен;25.07.2025 16:09;23.07.2025 21:01;624;Пазл VK, 105 элементов;1769283057;1
24912635-0308;24912635-0308-1;23.07.2025 12:55;24.07.2025 00:00;Отменён;;23.07.2025 21:08;4585;Худи zip VK x FBL, цвет бежевый (HDZP-FBLxVK-BG), XL;1787540727;1
78719074-0021;78719074-0021-1;23.07.2025 12:54;25.07.2025 00:00;Доставлен;28.07.2025 13:22;24.07.2025 14:24;738;Обложка на паспорт VK Дигги (Монализа);1768141625;1
24912635-0307;24912635-0307-1;23.07.2025 12:53;24.07.2025 00:00;Доставлен;25.07.2025 16:09;23.07.2025 21:08;4585;Худи zip VK x FBL, цвет бежевый (HDZP-FBLxVK-BG), L;1787540745;1
14595095-0026;14595095-0026-1;23.07.2025 12:36;24.07.2025 11:00;Доставлен;28.07.2025 15:04;24.07.2025 17:02;13794;Пуховик VK x FBL, цвет темно-серый (PFFR-FBLxVK-GRPHT), XS;1787667391;1
16195377-0183;16195377-0183-1;23.07.2025 12:35;24.07.2025 14:00;Доставлен;30.07.2025 10:41;24.07.2025 14:16;1374;Футболка, цвет экрю, Персик комикс (VMS-TS-014-100), L;1768353229;1
84464211-0139;84464211-0139-1;23.07.2025 12:31;24.07.2025 00:00;Доставляется;;24.07.2025 02:09;1915;Худи VK Персик комикс, черное (VMS-SW-006-800), XL;1778100223;1
84464211-0138;84464211-0138-1;23.07.2025 12:29;23.07.2025 22:00;Отменён;;23.07.2025 23:19;1374;Футболка, цвет голубой, Персик комикс (VMS-TS-015-200), XL;1768353194;1
50090862-0013;50090862-0013-1;23.07.2025 11:40;24.07.2025 13:30;Доставлен;27.07.2025 06:10;24.07.2025 04:29;1494;Футболка Дигги 3D, Голубой (V3D-TS-001-200), L;1768353247;1
36836088-0682;36836088-0682-7;23.07.2025 11:17;24.07.2025 04:00;Доставлен;25.07.2025 15:12;24.07.2025 10:32;284;Стикерпак VK 3D VK Friends;1775029414;1
36836088-0682;36836088-0682-5;23.07.2025 11:17;24.07.2025 04:00;Доставлен;25.07.2025 15:12;24.07.2025 10:35;284;Стикерпак VK Комикс 3D;1775029421;1
36836088-0682;36836088-0682-3;23.07.2025 11:17;24.07.2025 04:00;Доставлен;25.07.2025 15:12;24.07.2025 10:32;1353;Мягкая игрушка VK Лис;1768224487;1
36836088-0682;36836088-0682-1;23.07.2025 11:17;24.07.2025 04:00;Доставлен;25.07.2025 15:12;24.07.2025 10:35;1353;Мягкая игрушка VK Спаркс;1768224517;1
36707949-0118;36707949-0118-1;23.07.2025 11:03;24.07.2025 02:30;Доставлен;27.07.2025 16:04;24.07.2025 02:36;1297;Футболка Спотти 3D, Графит (V3D-TS-001-700), S;1768353232;1
40028982-1310;40028982-1310-5;23.07.2025 10:22;24.07.2025 00:00;Отменён;;23.07.2025 12:49;1494;Футболка Спаркс 3D, цвет экрю (V3D-TS-001-100), S;1768353245;1
40028982-1310;40028982-1310-3;23.07.2025 10:22;24.07.2025 00:00;Отменён;;23.07.2025 12:49;1494;Футболка Дигги 3D, Голубой (V3D-TS-001-200), S;1768353187;1
40028982-1310;40028982-1310-1;23.07.2025 10:22;24.07.2025 00:00;Отменён;;23.07.2025 12:49;1494;Футболка Персик 3D, Лаванда (V3D-TS-001-400), S;1768353201;1
90097955-0273;90097955-0273-1;23.07.2025 10:21;25.07.2025 08:00;Доставлен;28.07.2025 13:22;25.07.2025 08:27;5849;Футболка RNDM CREW х VK Музыка, цвет розовый с черным принтом (VLM-TS-002-400), XL;1787540698;1
0158404483-0051;0158404483-0051-3;23.07.2025 08:01;24.07.2025 00:00;Отменён;;23.07.2025 20:54;1374;Футболка, цвет экрю, Персик комикс (VMS-TS-014-100), L;1768353229;1
0158404483-0051;0158404483-0051-1;23.07.2025 08:01;24.07.2025 00:00;Отменён;;23.07.2025 21:11;1374;Футболка, цвет экрю, Персик комикс (VMS-TS-014-100), L;1768353229;1
34891919-0202;34891919-0202-1;23.07.2025 07:40;23.07.2025 12:30;Доставлен;26.07.2025 14:22;23.07.2025 12:24;1045;Шапка VK, светоотражающая;1768142069;1
0103483776-0458;0103483776-0458-1;23.07.2025 07:04;23.07.2025 12:30;Доставлен;25.07.2025 12:02;23.07.2025 13:45;1353;Мягкая игрушка VK МиуМяу;1768224468;1
0136205569-0063;0136205569-0063-1;23.07.2025 07:04;23.07.2025 12:00;Доставлен;30.07.2025 13:26;23.07.2025 14:54;414;Значок VK Персик;1769215980;1
06712333-0366;06712333-0366-3;23.07.2025 06:51;24.07.2025 00:00;Доставлен;28.07.2025 06:58;23.07.2025 20:03;1134;Мягкая игрушка VK Хоппер, малая;1768224467;1
46487802-0162;46487802-0162-1;23.07.2025 06:11;23.07.2025 12:30;Отменён;;23.07.2025 13:22;414;Белые базовые носки VK (VBG-SC-001-100), 41-44;1774881967;1
48389787-0168;48389787-0168-1;23.07.2025 05:47;23.07.2025 12:30;Доставлен;26.07.2025 16:32;23.07.2025 15:25;210;"Брелок VK ""Супчик"", ПВХ";1775747679;1
35126017-0239;35126017-0239-5;23.07.2025 05:44;24.07.2025 04:00;Доставляется;;24.07.2025 05:52;1494;Футболка Спотти 3D, Графит (V3D-TS-001-700), S;1768353232;1
35126017-0239;35126017-0239-3;23.07.2025 05:44;24.07.2025 01:00;Доставляется;;23.07.2025 16:10;414;Белые базовые носки VK (VBG-SC-001-100), 41-44;1774881967;1
35126017-0239;35126017-0239-2;23.07.2025 05:44;24.07.2025 01:00;Доставляется;;23.07.2025 16:10;414;Белые базовые носки VK (VBG-SC-001-100), 41-44;1774881967;1
35126017-0239;35126017-0239-1;23.07.2025 05:44;24.07.2025 04:00;Доставляется;;24.07.2025 05:52;1494;Футболка Спаркс 3D, цвет экрю (V3D-TS-001-100), S;1768353245;1
31624755-0082;31624755-0082-1;23.07.2025 05:31;24.07.2025 00:00;Доставлен;27.07.2025 07:30;23.07.2025 20:35;1494;Футболка Спаркс 3D, цвет экрю (V3D-TS-001-100), XL;1768353244;1
33391254-0228;33391254-0228-3;23.07.2025 05:04;24.07.2025 00:00;Отменён;;23.07.2025 13:44;1494;Футболка Спотти 3D, Графит (V3D-TS-001-700), XXS;1768353214;1
33391254-0228;33391254-0228-2;23.07.2025 05:04;23.07.2025 20:00;Доставлен;24.07.2025 16:28;23.07.2025 19:06;738;Обложка на паспорт VK Персик (Крик);1768141595;1
33391254-0228;33391254-0228-1;23.07.2025 05:04;24.07.2025 00:00;Отменён;;23.07.2025 13:44;1494;Футболка Дигги 3D, Голубой (V3D-TS-001-200), XXS;1768353183;1
03061758-0457;03061758-0457-1;23.07.2025 04:52;24.07.2025 01:00;Отменён;;23.07.2025 16:24;8407;Рюкзак VK, синий;1768141658;1
02592793-0526;02592793-0526-1;22.07.2025 20:10;23.07.2025 00:00;Доставлен;23.07.2025 17:43;23.07.2025 00:46;1494;Футболка Дигги 3D, Голубой (V3D-TS-001-200), S;1768353187;1
48389787-0167;48389787-0167-1;22.07.2025 20:08;23.07.2025 14:00;Доставлен;26.07.2025 16:32;23.07.2025 12:50;1353;Мягкая игрушка VK Спаркс;1768224517;1
48389787-0166;48389787-0166-1;22.07.2025 20:05;24.07.2025 12:30;Доставлен;26.07.2025 16:32;24.07.2025 14:05;1134;Мягкая игрушка VK Хоппер, малая;1768224467;1
36113039-0271;36113039-0271-1;22.07.2025 19:50;23.07.2025 07:00;Доставлен;26.07.2025 09:30;23.07.2025 08:44;1767;Мягкая игрушка VK Персик;1768224495;1
07648085-0311;07648085-0311-1;22.07.2025 19:45;23.07.2025 12:30;Доставлен;27.07.2025 08:58;23.07.2025 13:49;474;Носки с Дигги, голубые (VMS-SC-014-200), 41-44;1769119122;1
33506836-0037;33506836-0037-7;22.07.2025 19:14;23.07.2025 00:00;Доставлен;30.07.2025 17:19;23.07.2025 01:08;474;Носки с Бака Акио, белые (VMS-SC-015-100), 36-40;1769119475;1
33506836-0037;33506836-0037-5;22.07.2025 19:14;23.07.2025 00:00;Доставлен;30.07.2025 17:19;23.07.2025 01:08;1494;Футболка Персик 3D, Лаванда (V3D-TS-001-400), XS;1768353198;1
33506836-0037;33506836-0037-3;22.07.2025 19:14;23.07.2025 00:00;Доставлен;30.07.2025 17:19;23.07.2025 01:08;1494;Футболка Спотти 3D, Графит (V3D-TS-001-700), XS;1768353212;1
