Номер заказа;Номер отправления;Принят в обработку;Дата отгрузки;Статус;Дата доставки;Фактическая дата передачи в доставку;Сумма отправления;Наименование товара;OZON id;Количество
ORD00149;SHIP00149;2024-11-10 00:00:00;2024-11-12 00:00:00;Доставлен;2024-11-19 06:00:00;2024-11-12 06:00:00;91438.51;Монитор Dell UltraSharp;OZ766679;3
ORD00150;SHIP00150;2024-11-12 00:00:00;2024-11-12 00:00:00;Отменен;;2024-11-12 09:00:00;22796.89;Стиральная машина Bosch;OZ379991;3
ORD00151;SHIP00151;2024-12-04 00:00:00;2024-12-06 00:00:00;Возвращен;;2024-12-06 05:00:00;193563.31;Игра Cyberpunk 2077;OZ217638;4
ORD00152;SHIP00152;2024-11-25 00:00:00;2024-11-26 00:00:00;Доставлен;2024-11-27 22:00:00;2024-11-26 22:00:00;23184.81;Микроволновка Panasonic;OZ704130;5
ORD00153;SHIP00153;2024-11-24 00:00:00;2024-11-24 00:00:00;Возвращен;;2024-11-24 02:00:00;97624.89;Умные часы Apple Watch;OZ573566;2
ORD00154;SHIP00154;2024-11-19 00:00:00;2024-11-21 00:00:00;Доставлен;2024-11-26 02:00:00;2024-11-21 02:00:00;120465.26;Настольная лампа Xiaomi;OZ525020;4
ORD00155;SHIP00155;2024-11-14 00:00:00;2024-11-14 00:00:00;Доставлен;2024-11-18 10:00:00;2024-11-14 10:00:00;15385.86;Монитор Dell UltraSharp;OZ237391;1
ORD00156;SHIP00156;2024-11-24 00:00:00;2024-11-25 00:00:00;Доставлен;2024-11-28 09:00:00;2024-11-25 09:00:00;33361.86;Холодильник Samsung;OZ165291;3
ORD00157;SHIP00157;2024-11-18 00:00:00;2024-11-20 00:00:00;Доставлен;2024-11-24 16:00:00;2024-11-20 16:00:00;26177.63;Фитнес-браслет Xiaomi;OZ853837;4
ORD00158;SHIP00158;2024-12-04 00:00:00;2024-12-04 00:00:00;Доставлен;2024-12-05 12:00:00;2024-12-04 12:00:00;96245.19;Клавиатура Logitech;OZ161735;2
ORD00159;SHIP00159;2024-12-04 00:00:00;2024-12-04 00:00:00;Доставлен;2024-12-05 17:00:00;2024-12-04 17:00:00;125568.18;Кофемашина Delonghi;OZ637409;3
ORD00160;SHIP00160;2024-11-28 00:00:00;2024-11-29 00:00:00;Доставлен;2024-12-04 10:00:00;2024-11-29 10:00:00;157335.26;Игра Cyberpunk 2077;OZ427396;4
ORD00161;SHIP00161;2024-11-11 00:00:00;2024-11-12 00:00:00;Доставлен;2024-11-15 16:00:00;2024-11-12 16:00:00;126533.28;iPhone 15 Pro;OZ694097;4
ORD00162;SHIP00162;2024-11-09 00:00:00;2024-11-11 00:00:00;Доставлен;2024-11-14 14:00:00;2024-11-11 14:00:00;111910.74;Микроволновка Panasonic;OZ422505;3
ORD00163;SHIP00163;2024-12-04 00:00:00;2024-12-06 00:00:00;Доставлен;2024-12-12 17:00:00;2024-12-06 17:00:00;122346.61;Фитнес-браслет Xiaomi;OZ908663;4
ORD00164;SHIP00164;2024-11-25 00:00:00;2024-11-27 00:00:00;Доставлен;2024-12-03 02:00:00;2024-11-27 02:00:00;125414.35;Настольная лампа Xiaomi;OZ444954;3
ORD00165;SHIP00165;2024-11-22 00:00:00;2024-11-24 00:00:00;Доставлен;2024-11-30 08:00:00;2024-11-24 08:00:00;37860.21;Мышь Razer DeathAdder;OZ754980;1
ORD00166;SHIP00166;2024-11-10 00:00:00;2024-11-11 00:00:00;Доставлен;2024-11-17 17:00:00;2024-11-11 17:00:00;129391.99;Игра Cyberpunk 2077;OZ541176;5
ORD00167;SHIP00167;2024-12-05 00:00:00;2024-12-07 00:00:00;В пути;;2024-12-07 15:00:00;25172.55;Монитор Dell UltraSharp;OZ297357;2
ORD00168;SHIP00168;2024-11-30 00:00:00;2024-11-30 00:00:00;Доставлен;2024-12-04 00:00:00;2024-12-01 00:00:00;9697.9;Умные часы Apple Watch;OZ713231;5
ORD00169;SHIP00169;2024-11-26 00:00:00;2024-11-27 00:00:00;В пути;;2024-11-27 08:00:00;88944.15;Колонка JBL Charge;OZ552781;2
ORD00170;SHIP00170;2024-11-22 00:00:00;2024-11-23 00:00:00;В пути;;2024-11-23 02:00:00;17403.31;Монитор Dell UltraSharp;OZ575274;2
ORD00171;SHIP00171;2024-11-15 00:00:00;2024-11-16 00:00:00;В пути;;2024-11-16 05:00:00;154421.72;Пылесос Dyson V15;OZ171675;4
ORD00172;SHIP00172;2024-11-12 00:00:00;2024-11-12 00:00:00;Доставлен;2024-11-14 21:00:00;2024-11-12 21:00:00;215955.88;Зубная щетка Oral-B;OZ593753;5
ORD00173;SHIP00173;2024-11-21 00:00:00;2024-11-21 00:00:00;В пути;;2024-11-21 04:00:00;14407.96;Игровая консоль PlayStation 5;OZ309157;1
ORD00174;SHIP00174;2024-11-19 00:00:00;2024-11-19 00:00:00;Доставлен;2024-11-22 18:00:00;2024-11-19 18:00:00;77950.74;Монитор Dell UltraSharp;OZ922744;2
ORD00175;SHIP00175;2024-11-18 00:00:00;2024-11-18 00:00:00;Доставлен;2024-11-24 19:00:00;2024-11-18 19:00:00;69745.0;Фитнес-браслет Xiaomi;OZ429248;4
ORD00176;SHIP00176;2024-12-02 00:00:00;2024-12-03 00:00:00;Доставлен;2024-12-05 05:00:00;2024-12-03 05:00:00;34437.01;Мышь Razer DeathAdder;OZ434898;2
ORD00177;SHIP00177;2024-11-13 00:00:00;2024-11-13 00:00:00;Доставлен;2024-11-19 14:00:00;2024-11-13 14:00:00;91940.59;Колонка JBL Charge;OZ967336;2
ORD00178;SHIP00178;2024-11-12 00:00:00;2024-11-13 00:00:00;Доставлен;2024-11-19 07:00:00;2024-11-13 07:00:00;24794.17;Рюкзак Nike;OZ971709;1
ORD00179;SHIP00179;2024-11-09 00:00:00;2024-11-09 00:00:00;Доставлен;2024-11-11 23:00:00;2024-11-09 23:00:00;50116.62;Микроволновка Panasonic;OZ950460;4
ORD00180;SHIP00180;2024-12-03 00:00:00;2024-12-04 00:00:00;Обрабатывается;;2024-12-04 06:00:00;252325.77;Планшет iPad Air;OZ718732;5
ORD00181;SHIP00181;2024-11-26 00:00:00;2024-11-27 00:00:00;Обрабатывается;;2024-11-27 08:00:00;5277.64;Стиральная машина Bosch;OZ532577;2
ORD00182;SHIP00182;2024-12-06 00:00:00;2024-12-06 00:00:00;Доставлен;2024-12-08 08:00:00;2024-12-06 08:00:00;63868.9;Мышь Razer DeathAdder;OZ984411;4
ORD00183;SHIP00183;2024-12-04 00:00:00;2024-12-04 00:00:00;Обрабатывается;;2024-12-04 08:00:00;87060.74;Микроволновка Panasonic;OZ868062;2
ORD00184;SHIP00184;2024-12-01 00:00:00;2024-12-01 00:00:00;Отменен;;2024-12-02 00:00:00;228853.11;Роутер ASUS AX6000;OZ917621;5
ORD00185;SHIP00185;2024-11-14 00:00:00;2024-11-16 00:00:00;Доставлен;2024-11-21 07:00:00;2024-11-16 07:00:00;73619.01;Колонка JBL Charge;OZ253994;2
ORD00186;SHIP00186;2024-12-02 00:00:00;2024-12-03 00:00:00;В пути;;2024-12-03 08:00:00;105831.34;Микрофон Blue Yeti;OZ697915;5
ORD00187;SHIP00187;2024-11-24 00:00:00;2024-11-24 00:00:00;Доставлен;2024-11-26 18:00:00;2024-11-24 18:00:00;40945.61;Ноутбук ASUS VivoBook;OZ526996;1
ORD00188;SHIP00188;2024-11-11 00:00:00;2024-11-13 00:00:00;В пути;;2024-11-13 04:00:00;138956.54;Игровая консоль PlayStation 5;OZ971765;4
ORD00189;SHIP00189;2024-11-27 00:00:00;2024-11-29 00:00:00;Доставлен;2024-12-04 14:00:00;2024-11-29 14:00:00;35542.39;Рюкзак Nike;OZ574308;2
ORD00190;SHIP00190;2024-11-18 00:00:00;2024-11-19 00:00:00;Доставлен;2024-11-24 02:00:00;2024-11-19 02:00:00;20353.94;Кофемашина Delonghi;OZ305136;2
ORD00191;SHIP00191;2024-11-27 00:00:00;2024-11-27 00:00:00;Доставлен;2024-12-01 05:00:00;2024-11-27 05:00:00;54992.65;iPhone 15 Pro;OZ752951;1
ORD00192;SHIP00192;2024-11-30 00:00:00;2024-11-30 00:00:00;Отменен;;2024-11-30 13:00:00;161591.25;Пылесос Dyson V15;OZ254627;5
ORD00193;SHIP00193;2024-11-26 00:00:00;2024-11-28 00:00:00;Доставлен;2024-12-02 00:00:00;2024-11-29 00:00:00;10927.58;Клавиатура Logitech;OZ871840;5
ORD00194;SHIP00194;2024-11-28 00:00:00;2024-11-28 00:00:00;Доставлен;2024-12-01 23:00:00;2024-11-28 23:00:00;9006.43;Холодильник Samsung;OZ939607;2
ORD00195;SHIP00195;2024-12-07 00:00:00;2024-12-07 00:00:00;В пути;;2024-12-07 09:00:00;14862.1;Веб-камера Logitech C920;OZ920954;3
ORD00196;SHIP00196;2024-12-05 00:00:00;2024-12-06 00:00:00;Доставлен;2024-12-13 18:00:00;2024-12-06 18:00:00;146220.62;Контроллер Xbox;OZ539929;5
ORD00197;SHIP00197;2024-11-21 00:00:00;2024-11-21 00:00:00;В пути;;2024-11-21 15:00:00;87626.54;Монитор Dell UltraSharp;OZ466690;4
ORD00198;SHIP00198;2024-11-08 00:00:00;2024-11-08 00:00:00;Доставлен;2024-11-13 15:00:00;2024-11-08 15:00:00;19777.71;Клавиатура Logitech;OZ569904;4
ORD00199;SHIP00199;2024-11-13 00:00:00;2024-11-13 00:00:00;Доставлен;2024-11-14 12:00:00;2024-11-13 12:00:00;72154.53;Зубная щетка Oral-B;OZ180634;5
ORD00200;SHIP00200;2024-11-28 00:00:00;2024-11-29 00:00:00;Доставлен;2024-11-30 12:00:00;2024-11-29 12:00:00;89939.83;"Книга ""Python для начинающих""";OZ929982;4
ORD00201;SHIP00201;2024-11-08 00:00:00;2024-11-10 00:00:00;Отменен;;2024-11-10 20:00:00;9493.3;Холодильник Samsung;OZ545073;1
ORD00202;SHIP00202;2024-11-12 00:00:00;2024-11-13 00:00:00;Доставлен;2024-11-17 17:00:00;2024-11-13 17:00:00;205343.5;Зубная щетка Oral-B;OZ464739;5
ORD00203;SHIP00203;2024-11-18 00:00:00;2024-11-19 00:00:00;Доставлен;2024-11-24 19:00:00;2024-11-19 19:00:00;48894.63;Веб-камера Logitech C920;OZ732188;1
ORD00204;SHIP00204;2024-11-13 00:00:00;2024-11-14 00:00:00;Обрабатывается;;2024-11-14 22:00:00;119638.83;Принтер HP LaserJet;OZ210443;3
ORD00205;SHIP00205;2024-11-12 00:00:00;2024-11-12 00:00:00;В пути;;2024-11-13 00:00:00;91966.23;Умные часы Apple Watch;OZ653443;2
ORD00206;SHIP00206;2024-12-05 00:00:00;2024-12-06 00:00:00;Доставлен;2024-12-11 17:00:00;2024-12-06 17:00:00;6977.57;Игровая консоль PlayStation 5;OZ566027;1
ORD00207;SHIP00207;2024-11-20 00:00:00;2024-11-21 00:00:00;Доставлен;2024-11-28 19:00:00;2024-11-21 19:00:00;154898.17;Игровая консоль PlayStation 5;OZ426153;4
ORD00208;SHIP00208;2024-11-26 00:00:00;2024-11-28 00:00:00;Отменен;;2024-11-28 07:00:00;59843.47;Колонка JBL Charge;OZ245729;4
ORD00209;SHIP00209;2024-12-06 00:00:00;2024-12-07 00:00:00;В пути;;2024-12-07 20:00:00;43918.12;Фен Dyson Supersonic;OZ298795;1
ORD00210;SHIP00210;2024-11-10 00:00:00;2024-11-10 00:00:00;Доставлен;2024-11-12 02:00:00;2024-11-10 02:00:00;23810.0;Наушники Sony WH-1000XM4;OZ777392;3
ORD00211;SHIP00211;2024-11-17 00:00:00;2024-11-17 00:00:00;Возвращен;;2024-11-17 22:00:00;130509.16;Игровая консоль PlayStation 5;OZ899816;3
ORD00212;SHIP00212;2024-11-21 00:00:00;2024-11-23 00:00:00;Отменен;;2024-11-23 15:00:00;8746.51;Наушники Sony WH-1000XM4;OZ442206;1
ORD00213;SHIP00213;2024-11-12 00:00:00;2024-11-14 00:00:00;Доставлен;2024-11-20 18:00:00;2024-11-14 18:00:00;61731.4;Монитор Dell UltraSharp;OZ514704;4
ORD00214;SHIP00214;2024-11-21 00:00:00;2024-11-22 00:00:00;Доставлен;2024-11-26 08:00:00;2024-11-22 08:00:00;97345.02;Колонка JBL Charge;OZ474754;3
ORD00215;SHIP00215;2024-11-26 00:00:00;2024-11-28 00:00:00;Отменен;;2024-11-28 11:00:00;92898.32;Наушники Sony WH-1000XM4;OZ798671;5
ORD00216;SHIP00216;2024-12-05 00:00:00;2024-12-07 00:00:00;Возвращен;;2024-12-07 03:00:00;77550.46;Клавиатура Logitech;OZ103247;2
ORD00217;SHIP00217;2024-11-20 00:00:00;2024-11-22 00:00:00;Доставлен;2024-11-26 21:00:00;2024-11-22 21:00:00;14941.37;Настольная лампа Xiaomi;OZ192663;1
ORD00218;SHIP00218;2024-12-02 00:00:00;2024-12-04 00:00:00;Доставлен;2024-12-10 21:00:00;2024-12-04 21:00:00;57634.55;iPhone 15 Pro;OZ455739;1
ORD00219;SHIP00219;2024-11-28 00:00:00;2024-11-29 00:00:00;Доставлен;2024-11-30 11:00:00;2024-11-29 11:00:00;25395.06;Клавиатура Logitech;OZ768028;2
ORD00220;SHIP00220;2024-11-24 00:00:00;2024-11-24 00:00:00;В пути;;2024-11-24 18:00:00;40116.76;Игра Cyberpunk 2077;OZ542444;1
ORD00221;SHIP00221;2024-11-08 00:00:00;2024-11-10 00:00:00;Отменен;;2024-11-11 00:00:00;93091.0;Игра Cyberpunk 2077;OZ841294;2
ORD00222;SHIP00222;2024-11-20 00:00:00;2024-11-22 00:00:00;Доставлен;2024-11-25 14:00:00;2024-11-22 14:00:00;72024.18;Зубная щетка Oral-B;OZ819583;5
ORD00223;SHIP00223;2024-11-20 00:00:00;2024-11-20 00:00:00;Возвращен;;2024-11-20 21:00:00;97788.78;Настольная лампа Xiaomi;OZ250032;5
ORD00224;SHIP00224;2024-11-25 00:00:00;2024-11-25 00:00:00;В пути;;2024-11-25 08:00:00;75237.93;Микроволновка Panasonic;OZ857928;2
ORD00225;SHIP00225;2024-11-23 00:00:00;2024-11-23 00:00:00;Обрабатывается;;2024-11-23 07:00:00;49070.09;Фитнес-браслет Xiaomi;OZ822543;4
ORD00226;SHIP00226;2024-11-16 00:00:00;2024-11-18 00:00:00;Доставлен;2024-11-19 10:00:00;2024-11-18 10:00:00;70030.49;Смартфон Samsung Galaxy;OZ133863;2
ORD00227;SHIP00227;2024-11-22 00:00:00;2024-11-23 00:00:00;Доставлен;2024-11-29 04:00:00;2024-11-23 04:00:00;80011.96;Микрофон Blue Yeti;OZ608361;5
ORD00228;SHIP00228;2024-12-04 00:00:00;2024-12-06 00:00:00;Доставлен;2024-12-10 02:00:00;2024-12-06 02:00:00;72783.1;Рюкзак Nike;OZ670489;2
ORD00229;SHIP00229;2024-11-29 00:00:00;2024-12-01 00:00:00;Доставлен;2024-12-06 19:00:00;2024-12-01 19:00:00;135241.47;Кофемашина Delonghi;OZ803633;3
ORD00230;SHIP00230;2024-12-01 00:00:00;2024-12-01 00:00:00;Доставлен;2024-12-08 09:00:00;2024-12-01 09:00:00;13146.18;Фен Dyson Supersonic;OZ315150;1
ORD00231;SHIP00231;2024-11-23 00:00:00;2024-11-23 00:00:00;Доставлен;2024-11-26 13:00:00;2024-11-23 13:00:00;31831.8;Принтер HP LaserJet;OZ671812;5
ORD00232;SHIP00232;2024-11-13 00:00:00;2024-11-14 00:00:00;Доставлен;2024-11-21 07:00:00;2024-11-14 07:00:00;1532.12;"Книга ""Python для начинающих""";OZ116995;1
ORD00233;SHIP00233;2024-11-24 00:00:00;2024-11-25 00:00:00;В пути;;2024-11-25 06:00:00;35496.05;Электробритва Philips;OZ577211;5
ORD00234;SHIP00234;2024-11-28 00:00:00;2024-11-28 00:00:00;Доставлен;2024-12-05 08:00:00;2024-11-28 08:00:00;52328.02;Планшет iPad Air;OZ719165;1
ORD00235;SHIP00235;2024-11-22 00:00:00;2024-11-22 00:00:00;Доставлен;2024-11-28 12:00:00;2024-11-22 12:00:00;49461.45;Стиральная машина Bosch;OZ836887;1
ORD00236;SHIP00236;2024-11-14 00:00:00;2024-11-14 00:00:00;В пути;;2024-11-14 04:00:00;39897.18;Контроллер Xbox;OZ414309;1
ORD00237;SHIP00237;2024-11-25 00:00:00;2024-11-26 00:00:00;Доставлен;2024-12-02 00:00:00;2024-11-27 00:00:00;39574.49;Контроллер Xbox;OZ976571;5
ORD00238;SHIP00238;2024-11-12 00:00:00;2024-11-12 00:00:00;Доставлен;2024-11-19 12:00:00;2024-11-12 12:00:00;130503.79;Умные часы Apple Watch;OZ348954;3
ORD00239;SHIP00239;2024-11-10 00:00:00;2024-11-11 00:00:00;Доставлен;2024-11-16 10:00:00;2024-11-11 10:00:00;96279.95;Фитнес-браслет Xiaomi;OZ797150;3
ORD00240;SHIP00240;2024-12-01 00:00:00;2024-12-02 00:00:00;В пути;;2024-12-02 23:00:00;82938.78;Электробритва Philips;OZ332630;2
ORD00241;SHIP00241;2024-11-22 00:00:00;2024-11-24 00:00:00;Доставлен;2024-11-29 03:00:00;2024-11-24 03:00:00;89020.59;Электробритва Philips;OZ417676;2
ORD00242;SHIP00242;2024-12-05 00:00:00;2024-12-05 00:00:00;В пути;;2024-12-05 23:00:00;67856.12;Роутер ASUS AX6000;OZ762614;2
ORD00243;SHIP00243;2024-11-18 00:00:00;2024-11-18 00:00:00;В пути;;2024-11-18 07:00:00;108621.68;Игра Cyberpunk 2077;OZ601558;3
ORD00244;SHIP00244;2024-12-05 00:00:00;2024-12-07 00:00:00;Доставлен;2024-12-09 02:00:00;2024-12-07 02:00:00;37808.21;Кофемашина Delonghi;OZ813383;3
ORD00245;SHIP00245;2024-11-28 00:00:00;2024-11-30 00:00:00;Доставлен;2024-12-04 15:00:00;2024-11-30 15:00:00;37170.53;Веб-камера Logitech C920;OZ770710;1
ORD00246;SHIP00246;2024-12-05 00:00:00;2024-12-05 00:00:00;Доставлен;2024-12-12 12:00:00;2024-12-05 12:00:00;30238.49;Электробритва Philips;OZ146649;1
ORD00247;SHIP00247;2024-11-21 00:00:00;2024-11-23 00:00:00;Отменен;;2024-11-23 14:00:00;160306.0;Игровая консоль PlayStation 5;OZ561641;4
ORD00248;SHIP00248;2024-11-23 00:00:00;2024-11-24 00:00:00;Возвращен;;2024-11-24 21:00:00;42007.43;Фитнес-браслет Xiaomi;OZ324914;1
ORD00249;SHIP00249;2024-11-26 00:00:00;2024-11-28 00:00:00;Доставлен;2024-12-01 08:00:00;2024-11-28 08:00:00;133080.41;Стиральная машина Bosch;OZ478875;5
ORD00250;SHIP00250;2024-12-05 00:00:00;2024-12-06 00:00:00;Доставлен;2024-12-11 20:00:00;2024-12-06 20:00:00;125555.39;Телевизор LG OLED;OZ606006;4
ORD00251;SHIP00251;2024-11-23 00:00:00;2024-11-23 00:00:00;Доставлен;2024-11-24 18:00:00;2024-11-23 18:00:00;29508.65;Колонка JBL Charge;OZ787965;2
ORD00252;SHIP00252;2024-11-22 00:00:00;2024-11-22 00:00:00;Доставлен;2024-11-25 13:00:00;2024-11-22 13:00:00;299743.11;Планшет iPad Air;OZ731724;3
ORD00253;SHIP00253;2024-11-25 00:00:00;2024-11-25 00:00:00;Отменен;;2024-11-25 03:00:00;30277.96;Кофемашина Delonghi;OZ656656;3
ORD00254;SHIP00254;2024-11-13 00:00:00;2024-11-14 00:00:00;Доставлен;2024-11-18 07:00:00;2024-11-14 07:00:00;61100.43;Роутер ASUS AX6000;OZ681476;2
ORD00255;SHIP00255;2024-11-23 00:00:00;2024-11-25 00:00:00;В пути;;2024-11-25 21:00:00;181346.74;Колонка JBL Charge;OZ701733;4
ORD00256;SHIP00256;2024-11-18 00:00:00;2024-11-18 00:00:00;В пути;;2024-11-18 03:00:00;744424.26;Телевизор LG OLED;OZ631205;5
ORD00257;SHIP00257;2024-11-19 00:00:00;2024-11-20 00:00:00;Доставлен;2024-11-27 09:00:00;2024-11-20 09:00:00;283311.79;iPhone 15 Pro;OZ824890;4
ORD00258;SHIP00258;2024-11-16 00:00:00;2024-11-17 00:00:00;Доставлен;2024-11-23 16:00:00;2024-11-17 16:00:00;177340.23;Микрофон Blue Yeti;OZ447457;5
ORD00259;SHIP00259;2024-11-21 00:00:00;2024-11-23 00:00:00;Доставлен;2024-11-25 04:00:00;2024-11-23 04:00:00;63123.28;Игровая консоль PlayStation 5;OZ240284;2
ORD00260;SHIP00260;2024-11-27 00:00:00;2024-11-27 00:00:00;Доставлен;2024-12-03 16:00:00;2024-11-27 16:00:00;743.33;Клавиатура Logitech;OZ484913;1
ORD00261;SHIP00261;2024-11-15 00:00:00;2024-11-15 00:00:00;Доставлен;2024-11-22 03:00:00;2024-11-15 03:00:00;202447.14;Ноутбук ASUS VivoBook;OZ873110;5
ORD00262;SHIP00262;2024-11-12 00:00:00;2024-11-13 00:00:00;Доставлен;2024-11-14 13:00:00;2024-11-13 13:00:00;137226.4;Клавиатура Logitech;OZ699642;3
ORD00263;SHIP00263;2024-11-30 00:00:00;2024-11-30 00:00:00;Доставлен;2024-12-01 18:00:00;2024-11-30 18:00:00;217979.31;iPhone 15 Pro;OZ860737;3
ORD00264;SHIP00264;2024-12-05 00:00:00;2024-12-06 00:00:00;Доставлен;2024-12-11 12:00:00;2024-12-06 12:00:00;77261.73;Умные часы Apple Watch;OZ623466;3
ORD00265;SHIP00265;2024-11-10 00:00:00;2024-11-10 00:00:00;Доставлен;2024-11-14 07:00:00;2024-11-10 07:00:00;354288.57;Телевизор LG OLED;OZ543420;3
ORD00266;SHIP00266;2024-11-26 00:00:00;2024-11-26 00:00:00;Доставлен;2024-12-02 20:00:00;2024-11-26 20:00:00;30799.26;Монитор Dell UltraSharp;OZ537703;2
ORD00267;SHIP00267;2024-11-18 00:00:00;2024-11-20 00:00:00;В пути;;2024-11-20 19:00:00;143935.08;Мышь Razer DeathAdder;OZ292367;5
ORD00268;SHIP00268;2024-11-17 00:00:00;2024-11-17 00:00:00;Доставлен;2024-11-21 00:00:00;2024-11-18 00:00:00;115163.51;Пылесос Dyson V15;OZ667972;4
ORD00269;SHIP00269;2024-11-30 00:00:00;2024-12-01 00:00:00;В пути;;2024-12-01 20:00:00;20074.35;Стиральная машина Bosch;OZ863336;5
ORD00270;SHIP00270;2024-11-15 00:00:00;2024-11-15 00:00:00;В пути;;2024-11-15 02:00:00;75932.83;Рюкзак Nike;OZ323445;2
ORD00271;SHIP00271;2024-11-15 00:00:00;2024-11-17 00:00:00;Возвращен;;2024-11-17 12:00:00;22793.79;Пылесос Dyson V15;OZ390725;5
ORD00272;SHIP00272;2024-11-17 00:00:00;2024-11-18 00:00:00;Доставлен;2024-11-25 04:00:00;2024-11-18 04:00:00;26831.06;Веб-камера Logitech C920;OZ134388;2
ORD00273;SHIP00273;2024-12-07 00:00:00;2024-12-08 00:00:00;Доставлен;2024-12-12 20:00:00;2024-12-08 20:00:00;70656.15;Мышь Razer DeathAdder;OZ772417;2
ORD00274;SHIP00274;2024-12-07 00:00:00;2024-12-07 00:00:00;Доставлен;2024-12-14 06:00:00;2024-12-07 06:00:00;60014.38;Клавиатура Logitech;OZ942744;3
ORD00275;SHIP00275;2024-11-21 00:00:00;2024-11-23 00:00:00;Доставлен;2024-11-30 09:00:00;2024-11-23 09:00:00;11489.94;Контроллер Xbox;OZ781014;2
ORD00276;SHIP00276;2024-12-04 00:00:00;2024-12-04 00:00:00;Доставлен;2024-12-09 13:00:00;2024-12-04 13:00:00;37916.32;Принтер HP LaserJet;OZ686543;1
ORD00277;SHIP00277;2024-11-23 00:00:00;2024-11-25 00:00:00;В пути;;2024-11-26 00:00:00;48508.13;Колонка JBL Charge;OZ657955;1
ORD00278;SHIP00278;2024-11-24 00:00:00;2024-11-25 00:00:00;Обрабатывается;;2024-11-25 13:00:00;210668.11;Игровая консоль PlayStation 5;OZ997264;5
ORD00279;SHIP00279;2024-12-06 00:00:00;2024-12-08 00:00:00;Доставлен;2024-12-12 21:00:00;2024-12-08 21:00:00;53255.01;Мышь Razer DeathAdder;OZ597311;5
ORD00280;SHIP00280;2024-11-17 00:00:00;2024-11-19 00:00:00;Доставлен;2024-11-23 04:00:00;2024-11-19 04:00:00;26899.05;Умные часы Apple Watch;OZ286861;1
ORD00281;SHIP00281;2024-11-19 00:00:00;2024-11-19 00:00:00;Доставлен;2024-11-20 23:00:00;2024-11-19 23:00:00;130059.85;Пылесос Dyson V15;OZ205343;3
ORD00282;SHIP00282;2024-11-30 00:00:00;2024-12-02 00:00:00;Доставлен;2024-12-04 04:00:00;2024-12-02 04:00:00;99026.24;Умные часы Apple Watch;OZ942358;3
ORD00283;SHIP00283;2024-12-05 00:00:00;2024-12-05 00:00:00;Отменен;;2024-12-05 15:00:00;68773.69;Роутер ASUS AX6000;OZ170366;2
ORD00284;SHIP00284;2024-11-09 00:00:00;2024-11-11 00:00:00;Возвращен;;2024-11-11 13:00:00;145527.99;Настольная лампа Xiaomi;OZ595701;5
ORD00285;SHIP00285;2024-11-21 00:00:00;2024-11-22 00:00:00;Доставлен;2024-11-28 17:00:00;2024-11-22 17:00:00;2728.69;Умные часы Apple Watch;OZ585247;1
ORD00286;SHIP00286;2024-12-06 00:00:00;2024-12-07 00:00:00;Доставлен;2024-12-08 03:00:00;2024-12-07 03:00:00;155990.39;Игра Cyberpunk 2077;OZ222362;4
ORD00287;SHIP00287;2024-11-24 00:00:00;2024-11-24 00:00:00;В пути;;2024-11-24 02:00:00;117101.24;Умные часы Apple Watch;OZ650817;5
ORD00288;SHIP00288;2024-12-01 00:00:00;2024-12-01 00:00:00;В пути;;2024-12-01 12:00:00;1474.81;Пылесос Dyson V15;OZ812953;2
ORD00289;SHIP00289;2024-11-17 00:00:00;2024-11-17 00:00:00;Отменен;;2024-11-17 03:00:00;12372.37;Микроволновка Panasonic;OZ607414;1
ORD00290;SHIP00290;2024-11-24 00:00:00;2024-11-24 00:00:00;Доставлен;2024-11-30 10:00:00;2024-11-24 10:00:00;23729.2;Наушники Sony WH-1000XM4;OZ889444;3
ORD00291;SHIP00291;2024-11-30 00:00:00;2024-12-01 00:00:00;Доставлен;2024-12-02 04:00:00;2024-12-01 04:00:00;58977.12;Смартфон Samsung Galaxy;OZ804501;1
ORD00292;SHIP00292;2024-12-06 00:00:00;2024-12-07 00:00:00;Доставлен;2024-12-14 16:00:00;2024-12-07 16:00:00;113292.74;Фитнес-браслет Xiaomi;OZ706148;4
ORD00293;SHIP00293;2024-11-20 00:00:00;2024-11-22 00:00:00;Доставлен;2024-11-29 07:00:00;2024-11-22 07:00:00;126641.59;Принтер HP LaserJet;OZ236047;4
ORD00294;SHIP00294;2024-11-30 00:00:00;2024-12-01 00:00:00;Доставлен;2024-12-02 16:00:00;2024-12-01 16:00:00;14567.79;Кофемашина Delonghi;OZ211890;3
ORD00295;SHIP00295;2024-11-13 00:00:00;2024-11-14 00:00:00;Доставлен;2024-11-21 17:00:00;2024-11-14 17:00:00;94932.58;Игровая консоль PlayStation 5;OZ915777;2
ORD00296;SHIP00296;2024-11-30 00:00:00;2024-11-30 00:00:00;В пути;;2024-11-30 02:00:00;53974.22;Игровая консоль PlayStation 5;OZ789441;2
ORD00297;SHIP00297;2024-11-14 00:00:00;2024-11-16 00:00:00;Доставлен;2024-11-22 21:00:00;2024-11-16 21:00:00;146745.85;"Книга ""Python для начинающих""";OZ272026;4
ORD00298;SHIP00298;2024-11-30 00:00:00;2024-12-01 00:00:00;Доставлен;2024-12-06 03:00:00;2024-12-01 03:00:00;8536.97;Фен Dyson Supersonic;OZ460627;4
ORD00299;SHIP00299;2024-11-12 00:00:00;2024-11-13 00:00:00;Доставлен;2024-11-16 14:00:00;2024-11-13 14:00:00;100389.87;Наушники Sony WH-1000XM4;OZ966525;5
